collection_name,dataset_name,algorithm,hyper_params,hyper_params_id,overall_runtime,range_pr_auc,range_roc_auc,roc_auc,pr_auc
NASA-MSL,F-7,Subsequence IF,"{""bootstrap"": true, ""max_features"": 1.0, ""n_jobs"": 1, ""n_trees"": 500, ""random_state"": 42, ""verbose"": 0, ""window_size"": 100}",d8c9306f7a39f0acc6ea336fda3f3f10,12.206787824630736,0.8103119350677218,,0.9198157345425756,0.8014739442056465
NASA-MSL,M-6,k-Means,"{""anomaly_window_size"": 181, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,40.91155695915222,0.9924330135514648,,0.9998107113703312,0.9980485684316382
NASA-MSL,M-7,Hybrid KNN,"{""anomaly_window_size"": 101, ""batch_size"": 64, ""early_stopping_delta"": 0.05, ""early_stopping_patience"": 10, ""epochs"": 500, ""learning_rate"": 0.001, ""n_estimators"": 500, ""n_neighbors"": 10, ""random_state"": 42, ""split"": 0.8, ""test_batch_size"": 64}",d852178245930741e52e3256766fcbbc,140.31425428390503,0.9854454428340214,,0.9994314759943148,0.9899203707600988
NASA-MSL,P-10,SSA,"{""alpha"": 0.2, ""ep"": 3, ""random_state"": 42, ""rf_method"": ""alpha"", ""window_size"": 24}",d631d6f4ff3d4be7de667c01dcfa14f7,9.806419134140016,0.8721761526271142,,0.9571085468303794,0.9015196154818774
NASA-MSL,P-11,k-Means,"{""anomaly_window_size"": 121, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,87.01367831230164,0.8951328459576343,,0.9936219820794804,0.9026709210485928
NASA-MSL,P-14,k-Means,"{""anomaly_window_size"": 181, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,43.13225746154785,0.9695015437114072,,1.0,1.0
NASA-MSL,P-15,TARZAN,"{""alphabet_size"": 4, ""anomaly_window_size"": 21, ""random_state"": 42}",2de8bcd2ea03f0647d6008f4dc6c79d4,7.783524036407471,0.9276320164585344,,0.9995296884185771,0.9418126887274424
NASA-MSL,S-2,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 100}",236777a8a6855fd3c350359ed5de393c,14.5963613986969,0.9598646034816248,,0.9999499399279136,0.9920798898071626
NASA-MSL,T-12,PST,"{""max_depth"": 4, ""n_bins"": 5, ""n_min"": 1, ""random_state"": 42, ""sim"": ""SIMn"", ""window_size"": 100}",cbf116600c9e869187cca02e12cd6db5,12.950472831726074,0.9718927720373424,,0.999674289252619,0.993991589943516
NASA-MSL,T-4,Torsk,"{""context_window_size"": 10, ""density"": 0.01, ""imed_loss"": false, ""input_map_scale"": 0.125, ""input_map_size"": 100, ""prediction_window_size"": 5, ""random_state"": 42, ""reservoir_representation"": ""sparse"", ""scoring_large_window_size"": 100, ""scoring_small_window_size"": 10, ""spectral_radius"": 2.0, ""tikhonov_beta"": null, ""train_method"": ""pinv_svd"", ""train_window_size"": 100, ""transient_window_size"": 20, ""verbose"": 0}",de9b8b973f50539dc5ef4c8c1a722f4b,49.13244795799256,0.9583623771620604,,0.9992645669716352,0.9772198929597604
NASA-MSL,T-5,Hybrid KNN,"{""anomaly_window_size"": 26, ""batch_size"": 64, ""early_stopping_delta"": 0.05, ""early_stopping_patience"": 10, ""epochs"": 500, ""learning_rate"": 0.001, ""n_estimators"": 500, ""n_neighbors"": 10, ""random_state"": 42, ""split"": 0.8, ""test_batch_size"": 64}",d852178245930741e52e3256766fcbbc,569.0658965110779,0.9950772329154292,,0.999938587871982,0.9950772329154292
NASA-MSL,T-8,HOT SAX,"{""alphabet_size"": 3, ""anomaly_window_size"": 61, ""normalization_threshold"": 0.01, ""num_discords"": null, ""paa_transform_size"": 3, ""random_state"": 42}",662a2b7d96430d3fe369355e1f475fa1,61.56825828552246,0.7705945628752784,,0.9727053842002572,0.9052029987034476
NASA-SMAP,A-1,DeepAnT,"{""batch_size"": 64, ""early_stopping_delta"": 0.05, ""early_stopping_patience"": 10, ""epochs"": 500, ""learning_rate"": 0.001, ""prediction_window_size"": 50, ""random_state"": 42, ""split"": 0.8, ""window_size"": 50}",f1d3356f9300f17a84a6becaa8cf8758,2363.6899268627167,0.9986430389320388,,0.9999862481520956,0.9986391347321956
NASA-SMAP,A-2,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 83}",236777a8a6855fd3c350359ed5de393c,10.757103681564333,0.9467275748829148,,0.9998579894773666,0.9908170368150908
NASA-SMAP,A-3,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 91}",236777a8a6855fd3c350359ed5de393c,6.950975179672241,0.9896598890117128,,0.9997549502726722,0.9907578044292203
NASA-SMAP,A-5,TARZAN,"{""alphabet_size"": 4, ""anomaly_window_size"": 51, ""random_state"": 42}",2de8bcd2ea03f0647d6008f4dc6c79d4,8.032969236373901,0.9586721509215586,,0.9997338875231264,0.97403602669978
NASA-SMAP,B-1,k-Means,"{""anomaly_window_size"": 71, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,62.004878282547,0.9709176864425816,,0.9998763432217536,0.986773068435963
NASA-SMAP,D-13,Torsk,"{""context_window_size"": 10, ""density"": 0.01, ""imed_loss"": false, ""input_map_scale"": 0.125, ""input_map_size"": 100, ""prediction_window_size"": 5, ""random_state"": 42, ""reservoir_representation"": ""sparse"", ""scoring_large_window_size"": 100, ""scoring_small_window_size"": 10, ""spectral_radius"": 2.0, ""tikhonov_beta"": null, ""train_method"": ""pinv_svd"", ""train_window_size"": 100, ""transient_window_size"": 20, ""verbose"": 0}",de9b8b973f50539dc5ef4c8c1a722f4b,239.0862820148468,0.9881837232279232,,0.9997474793471224,0.9883149185829252
NASA-SMAP,D-5,DWT-MLEAD,"{""quantile_epsilon"": 0.1, ""random_state"": 42, ""start_level"": 3}",40813f7d4823570c94e220a39d8b69e0,7.331026554107666,0.9723243464052288,,0.999949537687584,0.9940257352941176
NASA-SMAP,D-8,HOT SAX,"{""alphabet_size"": 3, ""anomaly_window_size"": 51, ""normalization_threshold"": 0.01, ""num_discords"": null, ""paa_transform_size"": 3, ""random_state"": 42}",662a2b7d96430d3fe369355e1f475fa1,1039.7387914657593,0.9804556569897452,,0.9901321643319224,0.9804556569897452
NASA-SMAP,E-1,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 50}",236777a8a6855fd3c350359ed5de393c,10.546643018722534,0.6603648325488699,,0.7736005382412863,0.6089708778594549
NASA-SMAP,E-5,k-Means,"{""anomaly_window_size"": 321, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,139.59783101081848,0.609101829176532,,0.951815179970719,0.267906139400223
NASA-SMAP,E-6,PST,"{""max_depth"": 4, ""n_bins"": 5, ""n_min"": 1, ""random_state"": 42, ""sim"": ""SIMn"", ""window_size"": 100}",cbf116600c9e869187cca02e12cd6db5,27.72774600982666,0.8021153597021389,,0.9982252081171196,0.801623057078857
NASA-SMAP,E-7,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 100}",236777a8a6855fd3c350359ed5de393c,12.670756340026855,0.9990408018222692,,0.9999973406011748,0.9999243249443744
NASA-SMAP,G-1,STAMP,"{""anomaly_window_size"": 121, ""exclusion_zone"": 0.5, ""n_jobs"": 1, ""random_state"": 42, ""verbose"": 0}",b82a31b56d1fb84b25b98ad747790b52,25.200961351394653,0.7611193338212994,,0.997963584091998,0.9084941687032272
NASA-SMAP,G-2,DWT-MLEAD,"{""quantile_epsilon"": 0.1, ""random_state"": 42, ""start_level"": 3}",40813f7d4823570c94e220a39d8b69e0,6.119424819946289,0.9606707317073172,,0.9997351059576168,0.9606707317073172
NASA-SMAP,G-3,TARZAN,"{""alphabet_size"": 4, ""anomaly_window_size"": 51, ""random_state"": 42}",2de8bcd2ea03f0647d6008f4dc6c79d4,14.416703939437866,0.9029893518738874,,0.9223673175991371,0.8985114796931887
NASA-SMAP,G-4,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 100}",236777a8a6855fd3c350359ed5de393c,11.236128568649292,0.9891901166781056,,0.9999957560762378,0.998975676378772
NASA-SMAP,G-6,MedianMethod,"{""neighbourhood_size"": 200, ""random_state"": 42}",97d45bb36d81d9ee1b506d7c909e33ed,2.7957868576049805,0.991008830612791,,0.9999884049770476,0.9990336543228387
NASA-SMAP,G-7,DBStream,"{""alpha"": 0.5, ""distance_metric"": ""euclidean"", ""lambda"": 0.001, ""min_weight"": 0, ""n_clusters"": 30, ""radius"": 1.3, ""random_state"": 42, ""shared_density"": true, ""window_size"": 100}",236777a8a6855fd3c350359ed5de393c,12.27691888809204,0.9777287197926374,,0.9991778640619862,0.9775445904963372
NASA-SMAP,P-4,Left STAMPi,"{""anomaly_window_size"": 201, ""n_init_train"": 778, ""random_state"": 42}",c7154041299f401511423f541d29014c,44.3953812122345,0.9776126771737792,,0.9986435991905572,0.97940684955081
NASA-SMAP,S-1,k-Means,"{""anomaly_window_size"": 448, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,166.92805218696594,0.9590016957025256,,0.998788747120234,0.9818284108126796
NormA,Discords_annsgun,k-Means,"{""anomaly_window_size"": 150, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,40.80653858184815,0.9892193759581804,0.9990058853643646,0.99289009009009,0.9145453730716748
NormA,Discords_dutch_power_demand,HOT SAX,"{""alphabet_size"": 3, ""anomaly_window_size"": 800, ""normalization_threshold"": 0.01, ""num_discords"": null, ""paa_transform_size"": 3, ""random_state"": 42}",662a2b7d96430d3fe369355e1f475fa1,5379.155391931534,0.998228408604452,0.955940922899432,0.9993969849246233,0.9982171034573932
NormA,Discords_marotta_valve_tek_14,GrammarViz,"{""alphabet_size"": 6, ""anomaly_window_size"": 128, ""normalization_threshold"": 0.01, ""paa_transform_size"": 5, ""random_state"": 42}",68167f8cebb34ba892274e7ce6017715,14.310045719146729,0.937573798388872,0.9942175284291942,0.9774237853077572,0.8025867028990283
NormA,Discords_marotta_valve_tek_17,GrammarViz,"{""alphabet_size"": 6, ""anomaly_window_size"": 128, ""normalization_threshold"": 0.01, ""paa_transform_size"": 5, ""random_state"": 42}",68167f8cebb34ba892274e7ce6017715,11.184159994125366,0.9934304016819944,0.9997569509762224,0.9999863698173236,0.999542025862069
NormA,SinusRW_Length_104000_AnomalyL_200_AnomalyN_20_NoisePerc_0,k-Means,"{""anomaly_window_size"": 200, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,531.6613414287567,0.9883290350651136,0.9994432149751724,0.997917105,0.9545481948334016
NormA,SinusRW_Length_106000_AnomalyL_100_AnomalyN_60_NoisePerc_0,k-Means,"{""anomaly_window_size"": 100, ""n_clusters"": 50, ""n_jobs"": 1, ""random_state"": 42, ""stride"": 1}",cfa90897b46b014c796de1ba98df27f8,503.3592901229858,0.9936950668111904,0.999537488722158,0.9964418416666668,0.9345371145484176
NormA,SinusRW_Length_108000_AnomalyL_200_AnomalyN_40_NoisePerc_0,GrammarViz,"{""alphabet_size"": 6, ""anomaly_window_size"": 200, ""normalization_threshold"": 0.01, ""paa_transform_size"": 5, ""random_state"": 42}",68167f8cebb34ba892274e7ce6017715,5043.700330018997,0.971736336040426,0.9970073109381674,0.991231680625,0.8781553941912188
TSB-UAD-artificial,-104_2_0.02_35,PhaseSpace-SVM,"{""coef0"": 0, ""degree"": 3, ""embed_dim_range"": [75, 150, 225], ""gamma"": 1.0, ""kernel"": ""rbf"", ""nu"": 0.35, ""project_phasespace"": true, ""random_state"": 42, ""tol"": 0.001}",415f13d143750104107a45a8be7e24b8,,0.6358287119243028,0.8113432261552669,0.7573888888888889,0.5037861932360957
TSB-UAD-artificial,-37_2_0.02_25,STAMP,"{""anomaly_window_size"": 350, ""exclusion_zone"": 0.5, ""n_jobs"": 1, ""random_state"": 42, ""verbose"": 0}",b82a31b56d1fb84b25b98ad747790b52,,0.6764200490684196,0.98845548653766,0.9876977551020408,0.7197064695226738
TSB-UAD-artificial,-69_2_0.02_15,STAMP,"{""anomaly_window_size"": 448, ""exclusion_zone"": 0.5, ""n_jobs"": 1, ""random_state"": 42, ""verbose"": 0}",b82a31b56d1fb84b25b98ad747790b52,,0.9968312629377144,0.9999247745782356,0.9998167948820152,0.9917012692441964
TSB-UAD-artificial,-69_2_0.02_25,STAMP,"{""anomaly_window_size"": 448, ""exclusion_zone"": 0.5, ""n_jobs"": 1, ""random_state"": 42, ""verbose"": 0}",b82a31b56d1fb84b25b98ad747790b52,,0.9886298566218076,0.9997195107244268,0.9994564383370536,0.9766464537197348
TSB-UAD-synthetic,KDD21_change_segment_resampling_0.02-006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,NormA,"{""anomaly_window_size"": 72, ""normal_model_percentage"": 0.5, ""random_state"": 42}",558231c31183266698512ebb2f2d1171,,0.954737366850789,0.9943910484651888,0.9893970283117974,0.854166029547154
TSB-UAD-synthetic,KDD21_change_segment_resampling_0.02-033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,NormA,"{""anomaly_window_size"": 170, ""normal_model_percentage"": 0.5, ""random_state"": 42}",558231c31183266698512ebb2f2d1171,,0.9912514621871158,0.9997543300187616,0.9986530264279624,0.947958080505016
TSB-UAD-synthetic,KDD21_change_segment_resampling_0.02-074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800,STAMP,"{""anomaly_window_size"": 564, ""exclusion_zone"": 0.5, ""n_jobs"": 1, ""random_state"": 42, ""verbose"": 0}",b82a31b56d1fb84b25b98ad747790b52,,0.6510237553212372,0.978708042824225,0.9777059498587426,0.6496579444718448
TSB-UAD-synthetic,KDD21_flat_region_0.02-104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100,STAMP,"{""anomaly_window_size"": 100, ""exclusion_zone"": 0.5, ""n_jobs"": 1, ""random_state"": 42, ""verbose"": 0}",b82a31b56d1fb84b25b98ad747790b52,,0.717509495154012,0.9098959532219768,0.8725363315754758,0.4181532609538802
TSB-UAD-synthetic,KDD21_flip_segment_0.02-210_UCR_Anomaly_Italianpowerdemand_36123_74900_74996,GrammarViz,"{""alphabet_size"": 6, ""anomaly_window_size"": 96, ""normalization_threshold"": 0.01, ""paa_transform_size"": 5, ""random_state"": 42}",68167f8cebb34ba892274e7ce6017715,,0.8729114471076131,0.986097451972382,0.9763956003713198,0.7105019327974522
TSB-UAD-synthetic,YAHOO_add_random_walk_trend_0.2-YahooA3Benchmark-TS75_data,VALMOD,"{""exclusion_zone"": 0.5, ""heap_size"": 50, ""max_anomaly_window_size"": 24, ""min_anomaly_window_size"": 12, ""random_state"": 42, ""verbose"": 0}",f74fae266c1a6921831b154bf3f27c7f,,0.7487184686048316,0.921774535255875,0.95828331332533,0.1124769722751306
TSB-UAD-synthetic,YAHOO_add_random_walk_trend_0.2-YahooA4Benchmark-TS28_data,SSA,"{""alpha"": 0.2, ""ep"": 3, ""random_state"": 42, ""rf_method"": ""alpha"", ""window_size"": 24}",d631d6f4ff3d4be7de667c01dcfa14f7,,0.7430244484592969,0.6716852041004274,0.5143884892086331,0.5036764705882353
TSB-UAD-synthetic,YAHOO_add_random_walk_trend_0.2-Yahoo_A1real_32_data,Subsequence LOF,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42, ""window_size"": 100}",6dcef871dfbbdaed78e233a69f1925ac,,0.9641921615184864,0.9976243115632067,0.958649398704903,0.551709040267095
TSB-UAD-synthetic,YAHOO_change_segment_add_scale_0.02-YahooA3Benchmark-TS22_data,VALMOD,"{""exclusion_zone"": 0.5, ""heap_size"": 50, ""max_anomaly_window_size"": 24, ""min_anomaly_window_size"": 12, ""random_state"": 42, ""verbose"": 0}",f74fae266c1a6921831b154bf3f27c7f,,0.6736211682934454,0.9367398837898128,0.9901551312649164,0.3605869620575503
TSB-UAD-synthetic,YAHOO_change_segment_add_scale_0.02-YahooA4Benchmark-TS28_data,Subsequence LOF,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42, ""window_size"": 12}",6dcef871dfbbdaed78e233a69f1925ac,,0.8120462784825718,0.9302695692758646,0.9587829736211032,0.3045101287996605
TSB-UAD-synthetic,YAHOO_change_segment_resampling_0.02-YahooA3Benchmark-TS84_data,HOT SAX,"{""alphabet_size"": 3, ""anomaly_window_size"": 72, ""normalization_threshold"": 0.01, ""num_discords"": null, ""paa_transform_size"": 3, ""random_state"": 42}",662a2b7d96430d3fe369355e1f475fa1,,0.9806228559337278,0.997731587727506,0.954789305183006,0.8483999218374219
TSB-UAD-synthetic,YAHOO_change_segment_resampling_0.04-YahooA3Benchmark-TS85_data,GrammarViz,"{""alphabet_size"": 6, ""anomaly_window_size"": 72, ""normalization_threshold"": 0.01, ""paa_transform_size"": 5, ""random_state"": 42}",68167f8cebb34ba892274e7ce6017715,,0.9670076877736252,0.9907724690595742,0.8399531329597556,0.8279203531184886
TSB-UAD-synthetic,YAHOO_change_segment_resampling_0.04-Yahoo_A2synthetic_32_data,Subsequence LOF,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42, ""window_size"": 125}",6dcef871dfbbdaed78e233a69f1925ac,,0.9380707137053674,0.9958088361832867,0.9640384010072396,0.3501055549802019
TSB-UAD-synthetic,YAHOO_change_segment_resampling_0.08-Yahoo_A2synthetic_93_data,GrammarViz,"{""alphabet_size"": 6, ""anomaly_window_size"": 1, ""normalization_threshold"": 0.01, ""paa_transform_size"": 5, ""random_state"": 42}",68167f8cebb34ba892274e7ce6017715,,0.9581581115980782,0.9985115796700376,0.9830985915492958,0.5102040816326531
TSB-UAD-synthetic,YAHOO_flat_region_0.02-Yahoo_A1real_14_data,PhaseSpace-SVM,"{""coef0"": 0, ""degree"": 3, ""embed_dim_range"": [18, 37, 55], ""gamma"": 1.0, ""kernel"": ""rbf"", ""nu"": 0.35, ""project_phasespace"": true, ""random_state"": 42, ""tol"": 0.001}",415f13d143750104107a45a8be7e24b8,,0.6242906000510894,0.775469800198543,0.7287535410764873,0.5170239596469105
TSB-UAD-synthetic,YAHOO_flat_region_0.02-Yahoo_A2synthetic_41_data,Subsequence LOF,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42, ""window_size"": 100}",6dcef871dfbbdaed78e233a69f1925ac,,0.9529362279610571,0.9972514854495584,0.973245199874095,0.2553358850417689
TSB-UAD-synthetic,YAHOO_flat_region_0.04-YahooA3Benchmark-TS51_data,SAND,"{""alpha"": 0.5, ""anomaly_window_size"": 25, ""iter_batch_size"": 500, ""n_clusters"": 50, ""n_init_train"": 168, ""random_state"": 42}",d20f6465f256c50cd9f96637dc0a8ad7,,0.9763880570751952,0.9935548699819468,0.9917695473251028,0.8936237369771326
TSB-UAD-synthetic,YAHOO_flat_region_0.08-YahooA4Benchmark-TS33_data,NormA,"{""anomaly_window_size"": 24, ""normal_model_percentage"": 0.5, ""random_state"": 42}",558231c31183266698512ebb2f2d1171,,0.9699839152587602,0.990670229344014,0.9922982834397543,0.946026035010022
TSB-UAD-synthetic,YAHOO_flat_region_0.08-Yahoo_A2synthetic_1_data,DWT-MLEAD,"{""quantile_epsilon"": 0.1, ""random_state"": 42, ""start_level"": 3}",40813f7d4823570c94e220a39d8b69e0,,0.961426708576868,0.998220562986548,0.9943542695836274,0.4166666666666666
TSB-UAD-synthetic,YAHOO_flip_segment_0.08-YahooA4Benchmark-TS55_data,NormA,"{""anomaly_window_size"": 24, ""normal_model_percentage"": 0.5, ""random_state"": 42}",558231c31183266698512ebb2f2d1171,,0.944106945996611,0.982159522110855,0.9837959553020896,0.8569597494390195
WebscopeS5,A1Benchmark-2,LOF,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,5.9818103313446045,0.9446881029289056,,0.970221363316936,0.9388968680215076
WebscopeS5,A1Benchmark-25,COPOD,"{""random_state"": 42}",4293618dd12c59117ac7a434fda4220a,7.766290426254272,1.0000000000000002,,1.0,1.0000000000000002
WebscopeS5,A1Benchmark-27,IF-LOF,"{""n_neighbors"": 50, ""n_trees"": 500, ""random_state"": 42}",39b5894eb8c0e6acfc01382c20c9e300,6.159826278686523,0.7524193548387097,,0.9996491228070176,0.7916666666666666
WebscopeS5,A1Benchmark-34,KNN,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,9.651782512664797,0.7098214285714286,,0.9990945674044266,0.8775248560962845
WebscopeS5,A2Benchmark-22,SAND,"{""alpha"": 0.5, ""anomaly_window_size"": 2, ""iter_batch_size"": 500, ""n_clusters"": 50, ""n_init_train"": 142, ""random_state"": 42}",d20f6465f256c50cd9f96637dc0a8ad7,78.91091704368591,0.7534246575342466,,1.0,1.0
WebscopeS5,A2Benchmark-41,PCC,"{""random_state"": 42, ""svd_solver"": ""auto""}",6f4f0a7ce802ffdcb5a6590625043544,5.560933351516724,0.6779301884688302,,1.0,1.0
WebscopeS5,A2Benchmark-67,PCC,"{""random_state"": 42, ""svd_solver"": ""auto""}",6f4f0a7ce802ffdcb5a6590625043544,5.524402618408203,0.8355855855855856,,1.0,1.0
WebscopeS5,A2Benchmark-83,PCC,"{""random_state"": 42, ""svd_solver"": ""auto""}",6f4f0a7ce802ffdcb5a6590625043544,7.284762382507324,0.7236111111111112,,1.0,1.0
WebscopeS5,A3Benchmark-18,Spectral Residual (SR),"{""mag_window_size"": 40, ""random_state"": 42, ""score_window_size"": 40, ""window_size"": 24}",f61ee363987c8d877a5f9ee8f6d78334,3.968740224838257,0.6440202543483504,,0.9309552358113508,0.6809949582549566
WebscopeS5,A3Benchmark-44,PCI,"{""random_state"": 42, ""thresholding_p"": 0.05, ""window_size"": 6}",065ce526b23dc55e9fceed01566107ce,4.720660209655762,0.9474597953216376,,1.0,1.0
WebscopeS5,A3Benchmark-54,PCI,"{""random_state"": 42, ""thresholding_p"": 0.05, ""window_size"": 6}",065ce526b23dc55e9fceed01566107ce,5.069596767425537,0.9581527777777776,,1.0,1.0
WebscopeS5,A3Benchmark-61,Triple ES (Holt-Winter's),"{""period"": 12, ""random_state"": 42, ""seasonal"": ""add"", ""train_window_size"": 400, ""trend"": ""add""}",00063ed7014b5e87ab17d3ece2a6326c,245.9884288311005,0.7552204257362494,,0.932282774214388,0.9237351190476192
WebscopeS5,A3Benchmark-83,Triple ES (Holt-Winter's),"{""period"": 12, ""random_state"": 42, ""seasonal"": ""add"", ""train_window_size"": 400, ""trend"": ""add""}",00063ed7014b5e87ab17d3ece2a6326c,254.46006679534912,0.7215424831216078,,0.8531674660271784,0.8266250676406927
WebscopeS5,A4Benchmark-13,Spectral Residual (SR),"{""mag_window_size"": 40, ""random_state"": 42, ""score_window_size"": 40, ""window_size"": 24}",f61ee363987c8d877a5f9ee8f6d78334,4.838016748428345,0.6528914800240856,,0.8172862650772877,0.6673988872050824
WebscopeS5,A4Benchmark-2,Triple ES (Holt-Winter's),"{""period"": 12, ""random_state"": 42, ""seasonal"": ""add"", ""train_window_size"": 400, ""trend"": ""add""}",00063ed7014b5e87ab17d3ece2a6326c,252.47145581245425,0.7536821705426358,,0.9991641791044776,0.7563095238095239
WebscopeS5,A4Benchmark-34,Spectral Residual (SR),"{""mag_window_size"": 40, ""random_state"": 42, ""score_window_size"": 40, ""window_size"": 24}",f61ee363987c8d877a5f9ee8f6d78334,3.7406222820281982,0.7919181034482757,,0.9979814593301436,0.9021533613445378
WebscopeS5,A4Benchmark-63,VALMOD,"{""exclusion_zone"": 0.5, ""heap_size"": 50, ""max_anomaly_window_size"": 24, ""min_anomaly_window_size"": 12, ""random_state"": 42, ""verbose"": 0}",f74fae266c1a6921831b154bf3f27c7f,3.429952383041382,0.6568480414143678,,0.9875330885492272,0.2927053667150936
WebscopeS5,A4Benchmark-67,PCI,"{""random_state"": 42, ""thresholding_p"": 0.05, ""window_size"": 6}",065ce526b23dc55e9fceed01566107ce,4.779997825622559,0.7372869145903166,,0.8709720550875786,0.7534991534333247
WebscopeS5,A4Benchmark-88,PCI,"{""random_state"": 42, ""thresholding_p"": 0.05, ""window_size"": 6}",065ce526b23dc55e9fceed01566107ce,4.246871709823608,0.6362202218817246,,0.9312112112112112,0.6675126377391027
WebscopeS5,A4Benchmark-92,Spectral Residual (SR),"{""mag_window_size"": 40, ""random_state"": 42, ""score_window_size"": 40, ""window_size"": 24}",f61ee363987c8d877a5f9ee8f6d78334,3.78562068939209,0.7051359345924886,,0.9383783783783785,0.6933811510603295
